00:00:00.003061 main     VirtualBox COM Server 7.1.6 r167084 win.amd64 (Jan 21 2025 14:13:52) release log
00:00:30.715715          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={7d510820-a678-4730-a862-818dcd3fbed0} aComponent={MediumWrap} aText={Property 'CRYPT/KeyId' does not exist}, preserve=false aResultDetail=0
00:00:30.717436          HostDnsMonitorProxy::GetDomainName: no domain set
00:00:30.717577          HostDnsMonitorProxy::GetNameServers:
00:00:30.717603            name server 1: 8.8.8.8
00:00:30.717616            name server 2: 8.8.4.4
00:00:30.717754          HostDnsMonitorProxy::GetSearchStrings:
00:00:30.717804            no search string entries
00:00:30.781951          ERROR [COM]: aRC=E_FAIL (0x80004005) aIID={bea3ef5c-de2f-4b74-aa3a-15d6249371a0} aComponent={RecordingSettingsWrap} aText={Recording not started}, preserve=false aResultDetail=0
00:00:30.870022          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:00:30.901056          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:00:33.758974          Saving settings file "C:\Users\sanas\VirtualBox VMs\Atelier3 - DNS\TestServerDHCP\TestServerDHCP.vbox" with version "1.19-windows"
00:00:33.762634          Finished saving settings file "C:\Users\sanas\VirtualBox VMs\Atelier3 - DNS\TestServerDHCP\TestServerDHCP.vbox"
00:00:33.779615          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:00:33.821013          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:00:36.007469          Saving settings file "C:\Users\sanas\VirtualBox VMs\Atelier3 - DNS\TestServerDHCP\TestServerDHCP.vbox" with version "1.19-windows"
00:00:36.011441          Finished saving settings file "C:\Users\sanas\VirtualBox VMs\Atelier3 - DNS\TestServerDHCP\TestServerDHCP.vbox"
00:00:36.031704          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:00:36.048001          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:00:44.397512          Saving settings file "C:\Users\sanas\VirtualBox VMs\Atelier3 - DNS\TestServerDHCP\TestServerDHCP.vbox" with version "1.19-windows"
00:00:44.430359          Finished saving settings file "C:\Users\sanas\VirtualBox VMs\Atelier3 - DNS\TestServerDHCP\TestServerDHCP.vbox"
00:00:44.453560          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:00:44.493532          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:01:14.990688          Saving settings file "C:\Users\sanas\VirtualBox VMs\Atelier3 - DNS\TestServerDHCP\TestServerDHCP.vbox" with version "1.19-windows"
00:01:14.996097          Finished saving settings file "C:\Users\sanas\VirtualBox VMs\Atelier3 - DNS\TestServerDHCP\TestServerDHCP.vbox"
00:01:15.024547          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:01:15.076296          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:17:34.654805          Saving settings file "C:\Users\sanas\VirtualBox VMs\Atelier3 - DNS\TestServerDHCP\TestServerDHCP.vbox" with version "1.19-windows"
00:17:34.689105          Finished saving settings file "C:\Users\sanas\VirtualBox VMs\Atelier3 - DNS\TestServerDHCP\TestServerDHCP.vbox"
00:17:34.712737          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:17:34.734994          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:17:36.071010          Saving settings file "C:\Users\sanas\VirtualBox VMs\Atelier3 - DNS\TestServerDHCP\TestServerDHCP.vbox" with version "1.19-windows"
00:17:36.104717          Finished saving settings file "C:\Users\sanas\VirtualBox VMs\Atelier3 - DNS\TestServerDHCP\TestServerDHCP.vbox"
00:17:36.138188          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:17:36.167604          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:17:45.352587          Saving settings file "C:\Users\sanas\VirtualBox VMs\Atelier3 - DNS\TestServerDHCP\TestServerDHCP.vbox" with version "1.19-windows"
00:17:45.386839          Finished saving settings file "C:\Users\sanas\VirtualBox VMs\Atelier3 - DNS\TestServerDHCP\TestServerDHCP.vbox"
00:17:45.408314          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:17:45.425610          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:17:46.458740          Saving settings file "C:\Users\sanas\VirtualBox VMs\Atelier3 - DNS\TestServerDHCP\TestServerDHCP.vbox" with version "1.19-windows"
00:17:46.462355          Finished saving settings file "C:\Users\sanas\VirtualBox VMs\Atelier3 - DNS\TestServerDHCP\TestServerDHCP.vbox"
00:17:46.481583          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:17:46.505428          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:17:49.963360          Saving settings file "C:\Users\sanas\VirtualBox VMs\Atelier3 - DNS\TestServerDHCP\TestServerDHCP.vbox" with version "1.19-windows"
00:17:49.998114          Finished saving settings file "C:\Users\sanas\VirtualBox VMs\Atelier3 - DNS\TestServerDHCP\TestServerDHCP.vbox"
00:17:50.018663          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:17:50.047111          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:17:50.945693          Saving settings file "C:\Users\sanas\VirtualBox VMs\Atelier3 - DNS\TestServerDHCP\TestServerDHCP.vbox" with version "1.19-windows"
00:17:50.991211          Finished saving settings file "C:\Users\sanas\VirtualBox VMs\Atelier3 - DNS\TestServerDHCP\TestServerDHCP.vbox"
00:17:51.014112          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:17:51.034168          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:35:29.961903          Saving settings file "C:\Users\sanas\VirtualBox VMs\Atelier3 - DNS\TestServerDHCP\TestServerDHCP.vbox" with version "1.19-windows"
00:35:29.997813          Finished saving settings file "C:\Users\sanas\VirtualBox VMs\Atelier3 - DNS\TestServerDHCP\TestServerDHCP.vbox"
00:35:30.023790          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:35:30.038850          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:44:24.500010 MainPower Host suspending: Paused 1 VMs
00:44:24.824895          ERROR [COM]: aRC=E_FAIL (0x80004005) aIID={bea3ef5c-de2f-4b74-aa3a-15d6249371a0} aComponent={RecordingSettingsWrap} aText={Recording not started}, preserve=false aResultDetail=0
00:44:24.881375          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:44:24.938008          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Paused)}, preserve=false aResultDetail=0
02:57:53.889285 MainPower Host resumed: Resumed 1 VMs
02:57:55.345596          ERROR [COM]: aRC=E_FAIL (0x80004005) aIID={bea3ef5c-de2f-4b74-aa3a-15d6249371a0} aComponent={RecordingSettingsWrap} aText={Recording not started}, preserve=false aResultDetail=0
02:57:55.993526 dns-monitor HostDnsMonitor: updating information
02:57:55.993573 dns-monitor HostDnsMonitor: old information
02:57:55.993577 dns-monitor   server 1: 8.8.8.8
02:57:55.993580 dns-monitor   server 2: 8.8.4.4
02:57:55.993582 dns-monitor   no domain set
02:57:55.993585 dns-monitor   no search string entries
02:57:55.993587 dns-monitor HostDnsMonitor: new information
02:57:55.993589 dns-monitor   no server entries
02:57:55.993591 dns-monitor   no domain set
02:57:55.993594 dns-monitor   no search string entries
02:57:55.993893          HostDnsMonitorProxy::GetDomainName: no domain set
02:57:55.993932          HostDnsMonitorProxy::GetNameServers:
02:57:55.993936            no name server entries
02:57:55.993967          HostDnsMonitorProxy::GetSearchStrings:
02:57:55.993970            no search string entries
02:57:56.735171          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
02:57:57.420492          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
02:58:03.792466 dns-monitor HostDnsMonitor: updating information
02:58:03.792498 dns-monitor HostDnsMonitor: old information
02:58:03.792502 dns-monitor   no server entries
02:58:03.792504 dns-monitor   no domain set
02:58:03.792507 dns-monitor   no search string entries
02:58:03.792509 dns-monitor HostDnsMonitor: new information
02:58:03.792512 dns-monitor   server 1: 8.8.8.8
02:58:03.792514 dns-monitor   server 2: 8.8.4.4
02:58:03.792517 dns-monitor   no domain set
02:58:03.792519 dns-monitor   no search string entries
02:58:03.792843          HostDnsMonitorProxy::GetDomainName: no domain set
02:58:03.792897          HostDnsMonitorProxy::GetNameServers:
02:58:03.792901            name server 1: 8.8.8.8
02:58:03.792904            name server 2: 8.8.4.4
02:58:03.792946          HostDnsMonitorProxy::GetSearchStrings:
02:58:03.792950            no search string entries
02:58:07.777967 dns-monitor HostDnsMonitor: updating information
02:58:07.777990 dns-monitor HostDnsMonitor: old information
02:58:07.777994 dns-monitor   server 1: 8.8.8.8
02:58:07.777997 dns-monitor   server 2: 8.8.4.4
02:58:07.777999 dns-monitor   no domain set
02:58:07.778001 dns-monitor   no search string entries
02:58:07.778004 dns-monitor HostDnsMonitor: new information
02:58:07.778006 dns-monitor   no server entries
02:58:07.778008 dns-monitor   no domain set
02:58:07.778010 dns-monitor   no search string entries
02:58:07.778284          HostDnsMonitorProxy::GetDomainName: no domain set
02:58:07.778318          HostDnsMonitorProxy::GetNameServers:
02:58:07.778321            no name server entries
02:58:07.778353          HostDnsMonitorProxy::GetSearchStrings:
02:58:07.778356            no search string entries
02:58:11.776112 dns-monitor HostDnsMonitor: updating information
02:58:11.776142 dns-monitor HostDnsMonitor: old information
02:58:11.776146 dns-monitor   no server entries
02:58:11.776149 dns-monitor   no domain set
02:58:11.776152 dns-monitor   no search string entries
02:58:11.776154 dns-monitor HostDnsMonitor: new information
02:58:11.776156 dns-monitor   server 1: 8.8.8.8
02:58:11.776159 dns-monitor   server 2: 8.8.4.4
02:58:11.776161 dns-monitor   no domain set
02:58:11.776164 dns-monitor   no search string entries
02:58:11.776466          HostDnsMonitorProxy::GetDomainName: no domain set
02:58:11.776511          HostDnsMonitorProxy::GetNameServers:
02:58:11.776515            name server 1: 8.8.8.8
02:58:11.776518            name server 2: 8.8.4.4
02:58:11.776555          HostDnsMonitorProxy::GetSearchStrings:
02:58:11.776558            no search string entries
02:59:13.181572          ERROR [COM]: aRC=E_FAIL (0x80004005) aIID={bea3ef5c-de2f-4b74-aa3a-15d6249371a0} aComponent={RecordingSettingsWrap} aText={Recording not started}, preserve=false aResultDetail=0
02:59:13.195895          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
02:59:13.205606          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Paused)}, preserve=false aResultDetail=0
02:59:16.250169          ERROR [COM]: aRC=E_FAIL (0x80004005) aIID={bea3ef5c-de2f-4b74-aa3a-15d6249371a0} aComponent={RecordingSettingsWrap} aText={Recording not started}, preserve=false aResultDetail=0
02:59:16.273725          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
02:59:16.289974          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Stopping)}, preserve=false aResultDetail=0
02:59:16.539442          Saving settings file "C:\Users\sanas\VirtualBox VMs\Atelier3 - DNS\TestServerDHCP\TestServerDHCP.vbox" with version "1.19-windows"
02:59:16.545478          Finished saving settings file "C:\Users\sanas\VirtualBox VMs\Atelier3 - DNS\TestServerDHCP\TestServerDHCP.vbox"
02:59:16.553880          ERROR [COM]: aRC=E_FAIL (0x80004005) aIID={bea3ef5c-de2f-4b74-aa3a-15d6249371a0} aComponent={RecordingSettingsWrap} aText={Recording not started}, preserve=false aResultDetail=0
02:59:16.578030          ERROR [COM]: aRC=E_INVALIDARG (0x80070057) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={SessionMachine} aText={Properties with TRANSIENT or TRANSRESET flag cannot be set or modified if VM is not running}, preserve=false aResultDetail=0
02:59:16.586730          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
02:59:16.613809          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is PoweredOff)}, preserve=false aResultDetail=0
